filename,dynasty,author,title,form,technique_zh,subject_zh,technique,subject,category_3,category_raw,category_fine
"宋_马麟_山水图_页_水墨,山水_页_山水 _ _30cmX32cm _ _2766d6bf.jpg",宋,马麟,山水图,页,水墨,山水,Ink,Landscape,Landscape,Ink-Landscape,Ink-Landscape
"宋_马麟_林和靖图_页_工笔,人物_石头,学者,孩童,白鹭,芦苇,草,围墙_绢本_22.1cmX22cm_ _e0a822e7.jpg",宋,马麟,林和靖图,页,工笔,人物,Gongbi,Figure,Figure,Gongbi-Figure,Gongbi-Figure
"宋_马麟_梅花双雀图_页_工笔,花鸟_ _花鸟 _ _28.0cmX29.0cm_日本东京博物馆_2857c25c.jpg",宋,马麟,梅花双雀图,页,工笔,花鸟,Gongbi,FlowerBird,FlowerBird,Gongbi-FlowerBird,Gongbi-FlowerBird
"宋_马麟_石榴文鸟 _页_工笔,花鸟 _ _32cmX33cm _ _1735758775_285f9818.jpg",宋,马麟,石榴文鸟,页,工笔,花鸟,Gongbi,FlowerBird,FlowerBird,Gongbi-FlowerBird,Gongbi-FlowerBird
"宋_马麟_长松山水图_页_水墨,山水_页_山水_绢本_25.1cmX26cm_大都会博物馆_13acc8a1.jpg",宋,马麟,长松山水图,页,水墨,山水,Ink,Landscape,Landscape,Ink-Landscape,Ink-Landscape
"宋_马麟_长松山水图_页_水墨,山水_页_山水_绢本_25.1cmX26cm_大都会博物馆_1735758775_b9de2cd0.jpg",宋,马麟,长松山水图,页,水墨,山水,Ink,Landscape,Landscape,Ink-Landscape,Ink-Landscape
"宋_马麟_雪梅_ 页_没骨,花鸟_树枝,盛开花,白花, 页_工笔,人物_绢本_30cmX31cm_ _6607f8a8.jpg",宋,马麟,雪梅,页,没骨,花鸟,Mogu,FlowerBird,FlowerBird,Mogu-FlowerBird,Mogu-FlowerBird
"宋_马麟_雪梅图_页_工笔,花鸟_页_工笔,花鸟 _ _30cmX31cm _ _de8ffb2d.jpg",宋,马麟,雪梅图,页,工笔,花鸟,Gongbi,FlowerBird,FlowerBird,Gongbi-FlowerBird,Gongbi-FlowerBird
"宋_高克明_溪山瑞雪图_页_浅绛,山水_卷_山水 _ _25cmX118cm _ _f9dd69e6.jpg",宋,高克明,溪山瑞雪图,页,浅绛,山水,LightOchre,Landscape,Landscape,LightOchre-Landscape,LightOchre-Landscape
"宋_高克明_溪山雪意图_页_浅绛,山水_画芯_山水_绢本_41cmX241.3cm _ _660d4dc4.jpg",宋,高克明,溪山雪意图,页,浅绛,山水,LightOchre,Landscape,Landscape,LightOchre-Landscape,LightOchre-Landscape
"宋_黃居寀_宣和图谱 _页_工笔,花鸟_工笔,花_  _  _ _f875ca33.jpg",宋,黃居寀,宣和图谱,页,工笔,花鸟,Gongbi,FlowerBird,FlowerBird,Gongbi-FlowerBird,Gongbi-FlowerBird
"宋_黄居寀_梨花鹦鹉_ 页_工笔,花鸟_树枝,树叶,盛开花,白花,鸟,印章_绢本_27.6cmX27_90d2bdcf.jpg",宋,黄居寀,梨花鹦鹉,页,工笔,花鸟,Gongbi,FlowerBird,FlowerBird,Gongbi-FlowerBird,Gongbi-FlowerBird
"明_ _三教图_页_工笔,人物_ _纸本_57cmX55cm_弗里尔艺术馆_ada0f933.jpg",明,,三教图,页,工笔,人物,Gongbi,Figure,Figure,Gongbi-Figure,Gongbi-Figure
"明_ _学童闹堂图_页_工笔,人物_人物 _ _55cmX55cm _ _1b46ccc2.jpg",明,,学童闹堂图,页,工笔,人物,Gongbi,Figure,Figure,Gongbi-Figure,Gongbi-Figure
"明_ _明太祖朱元璋坐像图_轴_工笔,人物_人物 _ _137cmX84cm _ _61bf082b.jpg",明,,明太祖朱元璋坐像图,轴,工笔,人物,Gongbi,Figure,Figure,Gongbi-Figure,Gongbi-Figure
"明_ _湘君湘夫人图_轴_工笔,人物_人,人物,丝带,文字,印章 _ _102cmX35cm _ _26e8325a.jpg",明,,湘君湘夫人图,轴,工笔,人物,Gongbi,Figure,Figure,Gongbi-Figure,Gongbi-Figure
"明_丁云鹏_五相观音图_轴_工笔,人物_观音_纸本_28.58cmX134cm_ _cfc5a971.jpg",明,丁云鹏,五相观音图,轴,工笔,人物,Gongbi,Figure,Figure,Gongbi-Figure,Gongbi-Figure
"明_丁云鹏_观音图_轴_工笔,人物_人物_纸本_97.2cmX33.1cm_ _c922836f.jpg",明,丁云鹏,观音图,轴,工笔,人物,Gongbi,Figure,Figure,Gongbi-Figure,Gongbi-Figure
"明_丘鉴_芙蓉芦雁图_轴_工笔,花鸟_芙蓉,芦雁_绢本_164.5cmX67.9cm_安徽博物馆_8c382a1a.jpg",明,丘鉴,芙蓉芦雁图,轴,工笔,花鸟,Gongbi,FlowerBird,FlowerBird,Gongbi-FlowerBird,Gongbi-FlowerBird
"明_仇珠_女乐图_轴_工笔,人物_ _绢本_145.5cmX85.5cm _ _e4f652da.jpg",明,仇珠,女乐图,轴,工笔,人物,Gongbi,Figure,Figure,Gongbi-Figure,Gongbi-Figure
"明_仇英_临溪水阁图_页_浅绛,山水_雾气,树,树叶,建筑,房子,屋檐,亭子,人物,对话,石头,山,山林,山地,草,草地,水,涟漪,船,水面,印章,水流_绢本_46cmX40cm _ _cec49517.jpg",明,仇英,临溪水阁图,页,浅绛,山水,LightOchre,Landscape,Landscape,LightOchre-Landscape,LightOchre-Landscape
"明_仇英_停琴听阮图_ 轴_水墨,山水_树,树林,树枝,树叶,云,卷云,坐卧,长袍,对谈,乐器,地面,石头,水,水流,水面,文字_纸本_112.2cmX42cm _ _bf8a686c.jpg",明,仇英,停琴听阮图,轴,水墨,山水,Ink,Landscape,Landscape,Ink-Landscape,Ink-Landscape
"明_仇英_兰亭图_扇面彩绘_浅绛,山水_石头,水面,陆地,树,树木,亭子,人,水流,树叶,叶子,云,山_纸本_32cmX58cm _ _8695707f.jpg",明,仇英,兰亭图,扇面彩绘,浅绛,山水,LightOchre,Landscape,Landscape,LightOchre-Landscape,LightOchre-Landscape
"明_仇英_古代仕女_轴_工笔,人物_人物,袍子,树,石头,地面,草地,文字,印章,扇子,栏杆,树叶_绢本_95cmX38cm _ _4ab9d564.jpg",明,仇英,古代仕女,轴,工笔,人物,Gongbi,Figure,Figure,Gongbi-Figure,Gongbi-Figure
"明_仇英_吹箫引凤_页_浅绛,山水_人物,行人,建筑,台阶,长袍,聚会,坐卧,轻雾,云,鸟,动物,房子,屋顶,树,树林,树叶,山,山林,山群,文字_绢本_41.4cmX33.8cm_台北故宫博物馆_2f76c6f2.jpg",明,仇英,吹箫引凤,页,浅绛,山水,LightOchre,Landscape,Landscape,LightOchre-Landscape,LightOchre-Landscape
"明_仇英_子路问津_页_浅绛,山水_出行,人物,对话,车,石头,树,树林,树叶,树枝,轻雾,田地,水,涟漪,轻雾,山,山林,石头,山地_绢本_41.4cmX33.8cm_台北故宫博物馆_98eccaee.jpg",明,仇英,子路问津,页,浅绛,山水,LightOchre,Landscape,Landscape,LightOchre-Landscape,LightOchre-Landscape
"明_仇英_捉柳花图_页_浅绛,山水_草地,水,水面,涟漪,石头,树,柳树,孩童,玩耍,长袍,轻雾,山,山林,建筑,围墙,茅屋_绢本_41.4cmX33.8cm_台北故宫博物馆_7e3001f7.jpg",明,仇英,捉柳花图,页,浅绛,山水,LightOchre,Landscape,Landscape,LightOchre-Landscape,LightOchre-Landscape
"明_仇英_攜琴聽松圖_扇面_工笔,人物_石头,留白,人,人物,树,树林,树叶,地面,袍子,草,文字,印章 _ _32cmX58cm_台北故宫博物馆_b6151c4c.jpg",明,仇英,攜琴聽松圖,扇面,工笔,人物,Gongbi,Figure,Figure,Gongbi-Figure,Gongbi-Figure
"明_仇英_明妃出塞_页设色_工笔,人物_骑马人,出行,车,水,涟漪,水面,动物,马,狗,山地,丘陵,布衣,长袍,骆驼,文字,印章_绢本_41.4cmX33.8cm_台北故宫博物馆_7784d76f.jpg",明,仇英,明妃出塞,页设色,工笔,人物,Gongbi,Figure,Figure,Gongbi-Figure,Gongbi-Figure
"明_仇英_書舫停橈圖_扇面_浅绛,山水_人,船,水,水面,涟漪,石头,草地,书,树叶,树枝,文字,印章_纸本_32cmX58cm_台北故宫博物馆_cfe739ee.jpg",明,仇英,書舫停橈圖,扇面,浅绛,山水,LightOchre,Landscape,Landscape,LightOchre-Landscape,LightOchre-Landscape
"明_仇英_松林六逸_ _浅绛,山水_树林,树枝,树叶,人物,行人,学者,少年,孩童,集体人物,读书,行走,对话,坐卧,轻雾,建筑,城楼,石阶,长袍,石头,地面,水面_绢本_41.4cmX33.8cm_台北故宫博物馆_fd17a8e0.jpg",明,仇英,松林六逸,,浅绛,山水,LightOchre,Landscape,Landscape,LightOchre-Landscape,LightOchre-Landscape
"明_仇英_枫溪垂钓图_轴_浅绛,山水_山,水,山林,水面,地,石头,草地,人,船,云,浮云,树,树林,桥,建筑,亭子_纸本_127cmX38.5cm_湖南省博物馆_d60181b9.jpg",明,仇英,枫溪垂钓图,轴,浅绛,山水,LightOchre,Landscape,Landscape,LightOchre-Landscape,LightOchre-Landscape
"明_仇英_桃花源图(之二) _卷_浅绛,山水_山,山林,山地,水,水面,轻雾,树,桥,船,建筑,茅屋,集体人物,印章,地面_纸本_37cmX347cm _ _76dbb3a0.jpg",明,仇英,桃花源图(之二),卷,浅绛,山水,LightOchre,Landscape,Landscape,LightOchre-Landscape,LightOchre-Landscape
"明_仇英_梧竹书堂图 _轴_浅绛,山水_山水,树木,文字,印章,庭院,人物_纸本_148.8cmX57.2cm _ _3a6d56b8.jpg",明,仇英,梧竹书堂图,轴,浅绛,山水,LightOchre,Landscape,Landscape,LightOchre-Landscape,LightOchre-Landscape
"明_仇英_浔阳琵琶_页_轴_浅绛,山水_动物,马,行走,人物,对话,坐卧,船,轻雾,水,水面,涟漪,树,树林,树枝,树叶,草,东面,山地,石头_绢本_41.4cmX33.8cm_台北故宫博物馆_6d1d305b.jpg",明,仇英,浔阳琵琶,页,浅绛,山水,LightOchre,Landscape,Landscape,LightOchre-Landscape,LightOchre-Landscape
"明_仇英_清明上河图_卷_浅绛,山水_树,流水,涟漪,水面,地面,草地,建筑,房子,围墙,城墙,桥,木桥,码头,树,树林,船,人,人群,动物,集体人物,骑马人,行走,坐卧,对话_绢本_31.3cmX1045cm _ _e57ffafb.jpg",明,仇英,清明上河图,卷,浅绛,山水,LightOchre,Landscape,Landscape,LightOchre-Landscape,LightOchre-Landscape
"明_仇英_渔笛图_轴_水墨,山水_ _绢布_113cmX60cm_美国纳尔逊博物馆_a4b46238.jpg",明,仇英,渔笛图,轴,水墨,山水,Ink,Landscape,Landscape,Ink-Landscape,Ink-Landscape
"明_仇英_竹院品古_页_工笔,人物_人物,集体人物,坐卧,孩童,少年,对话,长袍,竹子,竹林,石头,地面,文字,印章,器皿,陶罐,铜壶,玉杯,书画用具,屏风_绢本_41.4cmX33.8cm_台北故宫博物馆_083a1b68.jpg",明,仇英,竹院品古,页,工笔,人物,Gongbi,Figure,Figure,Gongbi-Figure,Gongbi-Figure
"明_仇英_贵妃晓妆_页设色_工笔,人物_建筑,房子,台阶,石阶,游园,人群,长袍,集体人物,聚会,行走,坐卧,对话,树,树叶,石头,动物,狗,花_绢本_41.4cmX33.8cm_台北故宫博物馆_e4757ee1.jpg",明,仇英,贵妃晓妆,页设色,工笔,人物,Gongbi,Figure,Figure,Gongbi-Figure,Gongbi-Figure
"明_仇英_高山流水_册页_浅绛,山水_人物,坐卧,建筑,茅屋,布衣,长袍,草地,山地,坡地,山,山林,水,水流,树,树林,书_绢本_41.4cmX33.8cm_台北故宫博物馆_5d8df0de.jpg",明,仇英,高山流水,册页,浅绛,山水,LightOchre,Landscape,Landscape,LightOchre-Landscape,LightOchre-Landscape
"明_传高然晖_山水图_页_水墨,山水_山水_ _46cmX59cm_ _360f58cc.jpg",明,传高然晖,山水图,页,水墨,山水,Ink,Landscape,Landscape,Ink-Landscape,Ink-Landscape
"明_何浩_万壑秋涛图_轴_水墨,山水_山水_纸本_27.5cmX493.5cm_ _afba6a39.jpg",明,何浩,万壑秋涛图,轴,水墨,山水,Ink,Landscape,Landscape,Ink-Landscape,Ink-Landscape
"明_八大山人_ _轴_写意,花鸟_写意,石头,鸟,文字,印章_纸本_35cmX30cm _ _3c2d7cf8.jpg",明,八大山人,,轴,写意,花鸟,Xieyi,FlowerBird,FlowerBird,Xieyi-FlowerBird,Xieyi-FlowerBird
"明_八大山人_荷花小鸟图_轴_写意,花鸟_花枝,石头,叶子,地面,草地,文字,印章_纸本_138cmX53cm _ _bbaef1ef.jpg",明,八大山人,荷花小鸟图,轴,写意,花鸟,Xieyi,FlowerBird,FlowerBird,Xieyi-FlowerBird,Xieyi-FlowerBird
"明_八大山人_轴_写意,花鸟_写意,鱼,文字,印章_纸本_90cmX50cm _ _a1c185a4.jpg",明,八大山人,轴,"写意,花鸟",写意,花鸟,Xieyi,FlowerBird,FlowerBird,Xieyi-FlowerBird,Xieyi-FlowerBird
"明_凌必正_山水图_卷_浅绛,山水_山水 _ _30cmX156cm _ _08b9e8dc.jpg",明,凌必正,山水图,卷,浅绛,山水,LightOchre,Landscape,Landscape,LightOchre-Landscape,LightOchre-Landscape
"明_华岩_花卉山水_轴_浅绛,山水_花卉,山水_纸本_25.1cmX28.7cm_ _3126a3b1.jpg",明,华岩,花卉山水,轴,浅绛,山水,LightOchre,Landscape,Landscape,LightOchre-Landscape,LightOchre-Landscape
"明_吕纪_四喜图_页_工笔,花鸟_轴 _ _纸本_93cmX51cm _ _4d663b19.jpg",明,吕纪,四喜图,页,工笔,花鸟,Gongbi,FlowerBird,FlowerBird,Gongbi-FlowerBird,Gongbi-FlowerBird
"明_吕纪_四季花鸟图_页_工笔,花鸟_冬,花鸟 _  _ _东京国立博物馆_134290cf.jpg",明,吕纪,四季花鸟图,页,工笔,花鸟,Gongbi,FlowerBird,FlowerBird,Gongbi-FlowerBird,Gongbi-FlowerBird
"明_吕纪_四季花鸟图_页_工笔,花鸟_夏,花鸟 _  _ _东京国立博物馆_7e962517.jpg",明,吕纪,四季花鸟图,页,工笔,花鸟,Gongbi,FlowerBird,FlowerBird,Gongbi-FlowerBird,Gongbi-FlowerBird
"明_吕纪_四季花鸟图_页_工笔,花鸟_春 ,花鸟 _  _ _东京国立博物馆_dcc54217.jpg",明,吕纪,四季花鸟图,页,工笔,花鸟,Gongbi,FlowerBird,FlowerBird,Gongbi-FlowerBird,Gongbi-FlowerBird
"明_吕纪_寒雪山鸡图_页_工笔,花鸟_山鸡_纸本_135.3cmX47cm _ _6d72e900.jpg",明,吕纪,寒雪山鸡图,页,工笔,花鸟,Gongbi,FlowerBird,FlowerBird,Gongbi-FlowerBird,Gongbi-FlowerBird
"明_吕纪_杏花孔雀图_页_工笔,花鸟_花鸟_绢本_85cmX45cm _ _29a8603a.jpg",明,吕纪,杏花孔雀图,页,工笔,花鸟,Gongbi,FlowerBird,FlowerBird,Gongbi-FlowerBird,Gongbi-FlowerBird
"明_吕纪_桂菊山禽图_页_工笔,花鸟_花鸟_绢本_100cmX55.7cm _ _7753298e.jpg",明,吕纪,桂菊山禽图,页,工笔,花鸟,Gongbi,FlowerBird,FlowerBird,Gongbi-FlowerBird,Gongbi-FlowerBird
"明_吕纪_残荷鹰鹭图_页_工笔,花鸟_花鸟_绢本_190cmX105.2cm _ _c1c4d539.jpg",明,吕纪,残荷鹰鹭图,页,工笔,花鸟,Gongbi,FlowerBird,FlowerBird,Gongbi-FlowerBird,Gongbi-FlowerBird
"明_吕纪_狮头鹅图_页_工笔,花鸟_花鸟_绢本_192.5cmX106cm_辽宁博物馆_6f107204.jpg",明,吕纪,狮头鹅图,页,工笔,花鸟,Gongbi,FlowerBird,FlowerBird,Gongbi-FlowerBird,Gongbi-FlowerBird
"明_吳昌_山水圖 _扇面_浅绛,山水_山水_纸本_35cmX65cm _ _4771efcb.jpg",明,吳昌,山水圖,扇面,浅绛,山水,LightOchre,Landscape,Landscape,LightOchre-Landscape,LightOchre-Landscape
"明_吴炳_嘉禾草虫图 _页_工笔,花鸟_草虫 _ _29cmX49cm _ _e6530b78.jpg",明,吴炳,嘉禾草虫图,页,工笔,花鸟,Gongbi,FlowerBird,FlowerBird,Gongbi-FlowerBird,Gongbi-FlowerBird
"明_周之冕_仿陈道复花卉_卷_工笔,花鸟_花卉_纸本_25cmX563cm_天津博物馆_1c64b91f.jpg",明,周之冕,仿陈道复花卉,卷,工笔,花鸟,Gongbi,FlowerBird,FlowerBird,Gongbi-FlowerBird,Gongbi-FlowerBird
"明_周之冕_百花图_页_没骨,花鸟_花鸟_纸本_32cmX131cm _ _5f4344d2.jpg",明,周之冕,百花图,页,没骨,花鸟,Mogu,FlowerBird,FlowerBird,Mogu-FlowerBird,Mogu-FlowerBird
"明_周天球_水仙图_页_写意,花鸟_纸本_33.5cmX522cm _ _2787a831.jpg",明,周天球,水仙图,页,写意,花鸟,Xieyi,FlowerBird,FlowerBird,Xieyi-FlowerBird,Xieyi-FlowerBird
"明_周天球_水仙图_页_写意,花鸟_花鸟_纸本_33.5cmX858.1cm _ _3c3ee9de.jpg",明,周天球,水仙图,页,写意,花鸟,Xieyi,FlowerBird,FlowerBird,Xieyi-FlowerBird,Xieyi-FlowerBird
"明_周臣 _ _页_浅绛,山水_ _娟本_45cmX70cm _ _05334374.jpg",明,周臣,,页,浅绛,山水,LightOchre,Landscape,Landscape,LightOchre-Landscape,LightOchre-Landscape
"明_周臣_毛诗图_轴_浅绛,山水_ _纸本_54.70cmX38cm_普林斯顿大学_3653348c.jpg",明,周臣,毛诗图,轴,浅绛,山水,LightOchre,Landscape,Landscape,LightOchre-Landscape,LightOchre-Landscape
"明_唐寅_临李伯时饮中八仙全图 _页_水墨,山水_ _纸本_838cmX23.8cm _ _e1e5577b.jpg",明,唐寅,临李伯时饮中八仙全图,页,水墨,山水,Ink,Landscape,Landscape,Ink-Landscape,Ink-Landscape
"明_唐寅_听琴图 _页_水墨,山水_ _绢本_64cmX47cm_克利夫兰美术馆_695be635.jpg",明,唐寅,听琴图,页,水墨,山水,Ink,Landscape,Landscape,Ink-Landscape,Ink-Landscape
"明_唐寅_墨梅图_轴_没骨,花鸟_纸本_96cmX36cm_故宫博物院_39a3d36d.jpg",明,唐寅,墨梅图,轴,没骨,花鸟,Mogu,FlowerBird,FlowerBird,Mogu-FlowerBird,Mogu-FlowerBird
"明_唐寅_墨竹图_卷_水墨,山水_ _29.1cmX150.2cm_大都会博物馆_4b010fb1.jpg",明,唐寅,墨竹图,卷,水墨,山水,Ink,Landscape,Landscape,Ink-Landscape,Ink-Landscape
"明_唐寅_山水人物_页_水墨,山水_兽类,牛,人物,学者,布衣,石头,岩石,树,松柏,文字,印章_纸_26fd1e03.jpg",明,唐寅,山水人物,页,水墨,山水,Ink,Landscape,Landscape,Ink-Landscape,Ink-Landscape
"明_唐寅_山水人物_页_水墨,山水_山,山地,山群,树,树枝,树叶,房屋,亭子,农民,行走,布衣,文_f48cd2ef.jpg",明,唐寅,山水人物,页,水墨,山水,Ink,Landscape,Landscape,Ink-Landscape,Ink-Landscape
"明_唐寅_山水人物_页_水墨,山水_山,山地,石头,岩石,树,树枝,树叶,草,桥梁,人物,河流,渔夫_1c9e2c18.jpg",明,唐寅,山水人物,页,水墨,山水,Ink,Landscape,Landscape,Ink-Landscape,Ink-Landscape
"明_唐寅_山水人物_页_水墨,山水_山,山地,石头,岩石,树,树枝,树叶,草,桥梁,人物,河流,渔夫_c8b89b81.jpg",明,唐寅,山水人物,页,水墨,山水,Ink,Landscape,Landscape,Ink-Landscape,Ink-Landscape
"明_唐寅_山水人物_页_水墨,山水_山,山群,石头,树,树枝,树叶,人物,行者,布衣,文字,印章_纸_3b67ce02.jpg",明,唐寅,山水人物,页,水墨,山水,Ink,Landscape,Landscape,Ink-Landscape,Ink-Landscape
"明_唐寅_山水人物_页_水墨,山水_山,群山,围墙,篱笆,树,树枝,树叶,河流,瀑布,雾气,人物,坐卧,文字,印章_纸本_20cmX33cm_页__9a5f14d8.jpg",明,唐寅,山水人物,页,水墨,山水,Ink,Landscape,Landscape,Ink-Landscape,Ink-Landscape
"明_唐寅_山水人物_页_水墨,山水_树,树丛,树枝,山,群山,河流,石头,禽鸟,人物,文字,印章_纸本_20cmX33cm_页__2c95301a.jpg",明,唐寅,山水人物,页,水墨,山水,Ink,Landscape,Landscape,Ink-Landscape,Ink-Landscape
"明_唐寅_山水人物_页_水墨,山水_河流,水生植物,水草,人物,渔夫,船,夕阳,文字,印章_纸本_2_5cf7a3c7.jpg",明,唐寅,山水人物,页,水墨,山水,Ink,Landscape,Landscape,Ink-Landscape,Ink-Landscape
"明_唐寅_山水人物_页_水墨,山水_石头,岩石,树,树枝,树叶,人物,河流,文字,印章_纸本_20c_2661ff4e.jpg",明,唐寅,山水人物,页,水墨,山水,Ink,Landscape,Landscape,Ink-Landscape,Ink-Landscape
"明_唐寅_山水人物_页_水墨,山水_石头,岩石,树枝,树叶,人物,坐卧,草,文字,印章_纸本_20c_9be4e18b.jpg",明,唐寅,山水人物,页,水墨,山水,Ink,Landscape,Landscape,Ink-Landscape,Ink-Landscape
"明_唐寅_山水人物_页_水墨,山水_竹,竹林,人物,劳作,布衣,地面,树,树林,树枝,树叶,文字,印_777d85f1.jpg",明,唐寅,山水人物,页,水墨,山水,Ink,Landscape,Landscape,Ink-Landscape,Ink-Landscape
"明_唐寅_山路松声册_页_水墨,山水_ _山水 _  _  _ _8492e5d6.jpg",明,唐寅,山路松声册,页,水墨,山水,Ink,Landscape,Landscape,Ink-Landscape,Ink-Landscape
"明_唐寅_松林扬鞭图 _页_水墨,山水_ _绢本_145.3cmX72.5cm _ _b5116162.jpg",明,唐寅,松林扬鞭图,页,水墨,山水,Ink,Landscape,Landscape,Ink-Landscape,Ink-Landscape
"明_唐寅_松林扬鞭图 _页_浅绛,山水_ _绢本_145.3cmX72.5cm_旅顺博物馆_044ecc2e.jpg",明,唐寅,松林扬鞭图,页,浅绛,山水,LightOchre,Landscape,Landscape,LightOchre-Landscape,LightOchre-Landscape
"明_唐寅_沛台实景图 _页_水墨,山水_ _绢本_26.2cmX23.9cm _ _d89f11a3.jpg",明,唐寅,沛台实景图,页,水墨,山水,Ink,Landscape,Landscape,Ink-Landscape,Ink-Landscape
"明_唐寅_王蜀宫妓图(一版) _页_工笔,人物_ _绢本_124.7cmX63.6cm_北京故宫博物院_7fe40c68.jpg",明,唐寅,王蜀宫妓图(一版),页,工笔,人物,Gongbi,Figure,Figure,Gongbi-Figure,Gongbi-Figure
"明_唐寅_看泉听风图_页_浅绛,山水_ _绢本_72.5cmX34cm _ _eceded1f.jpg",明,唐寅,看泉听风图,页,浅绛,山水,LightOchre,Landscape,Landscape,LightOchre-Landscape,LightOchre-Landscape
"明_唐寅_红叶题诗仕女图 _页_工笔,人物_仕女_绢本_47cmX104cm _ _b5e996f6.jpg",明,唐寅,红叶题诗仕女图,页,工笔,人物,Gongbi,Figure,Figure,Gongbi-Figure,Gongbi-Figure
"明_唐寅_落花诗 _页_水墨,山水_ _纸本_23cmX236cm_旅顺博物馆_119374c5.jpg",明,唐寅,落花诗,页,水墨,山水,Ink,Landscape,Landscape,Ink-Landscape,Ink-Landscape
"明_唐寅_观梅图_轴_水墨,山水_ _纸本_108.6cmX34.5cm _ _1923ac2c.jpg",明,唐寅,观梅图,轴,水墨,山水,Ink,Landscape,Landscape,Ink-Landscape,Ink-Landscape
"明_唐寅_野亭靄瑞圖_卷_水墨,山水_ _纸本_26.2cmX123cm _ _76a50df6.jpg",明,唐寅,野亭靄瑞圖,卷,水墨,山水,Ink,Landscape,Landscape,Ink-Landscape,Ink-Landscape
"明_唐寅_震泽烟树图_页_浅绛,山水__山水_纸本_47cmX37.8cm _ _7de3f2f7.jpg",明,唐寅,震泽烟树图,页,浅绛,山水,LightOchre,Landscape,Landscape,LightOchre-Landscape,LightOchre-Landscape
"明_唐寅_风竹图 _页_水墨,山水_竹_纸本_83.4cmX44.5cm_北京博物馆_8e41f88c.jpg",明,唐寅,风竹图,页,水墨,山水,Ink,Landscape,Landscape,Ink-Landscape,Ink-Landscape
"明_商喜_关羽擒将图_页_工笔,人物_人物_纸本_103cmX122cm_ _ac452920.jpg",明,商喜,关羽擒将图,页,工笔,人物,Gongbi,Figure,Figure,Gongbi-Figure,Gongbi-Figure
"明_夏昶_淇水清风图_卷_页_没骨,花鸟_纸本_27.6cmX200cm _ _89d5e4a3.jpg",明,夏昶,淇水清风图,卷,没骨,花鸟,Mogu,FlowerBird,FlowerBird,Mogu-FlowerBird,Mogu-FlowerBird
"明_姜希孟_独钓图_页_水墨,山水_ _ _56cmX36cm_ _3809b258.jpg",明,姜希孟,独钓图,页,水墨,山水,Ink,Landscape,Landscape,Ink-Landscape,Ink-Landscape
"明_尤求_墨笔山水人物_轴__水墨,山水_山水、人物_纸本_50.7cmX126.2cm_北京故宫博物馆_d9e10913.jpg",明,尤求,墨笔山水人物,轴,水墨,山水,Ink,Landscape,Landscape,Ink-Landscape,Ink-Landscape
"明_张路_山雨欲来图_页_水墨,山水_  _ _47cmX36cm _ _dad9b579.jpg",明,张路,山雨欲来图,页,水墨,山水,Ink,Landscape,Landscape,Ink-Landscape,Ink-Landscape
"明_张路_神仙图册_页_浅绛,山水_山,群山,树,树林,树枝,树叶,雾气,夕阳,印章_纸本_ _双页_32dc2b43.jpg",明,张路,神仙图册,页,浅绛,山水,LightOchre,Landscape,Landscape,LightOchre-Landscape,LightOchre-Landscape
"明_张路_老子骑牛 _页_写意,人物_人物_纸本_101.5cmX55.3cm_台北故宫博物馆_06f2d8dd.jpg",明,张路,老子骑牛,页,写意,人物,Xieyi,Figure,Figure,Xieyi-Figure,Xieyi-Figure
"明_徐渭_墨花九段图_页_工笔,花鸟_卷_花鸟_纸本_23cmX316cm _ _753b8b10.jpg",明,徐渭,墨花九段图,页,工笔,花鸟,Gongbi,FlowerBird,FlowerBird,Gongbi-FlowerBird,Gongbi-FlowerBird
"明_徐渭_杂花图_页_写意,花鸟_花鸟 _  _  _ _0a37ec5c.jpg",明,徐渭,杂花图,页,写意,花鸟,Xieyi,FlowerBird,FlowerBird,Xieyi-FlowerBird,Xieyi-FlowerBird
"明_徐渭_杂花图_页_写意,花鸟_花鸟_纸本_30cmX1764cm _ _31bf1646.jpg",明,徐渭,杂花图,页,写意,花鸟,Xieyi,FlowerBird,FlowerBird,Xieyi-FlowerBird,Xieyi-FlowerBird
"明_徐渭_杂花图_页_没骨,花鸟_花鸟 _  _  _ _1735758775_cb0abc34.jpg",明,徐渭,杂花图,页,没骨,花鸟,Mogu,FlowerBird,FlowerBird,Mogu-FlowerBird,Mogu-FlowerBird
"明_徐渭_榴实图_轴_写意,花鸟_ _纸本_91.4cmX26.5cm _ _28a2035e.jpg",明,徐渭,榴实图,轴,写意,花鸟,Xieyi,FlowerBird,FlowerBird,Xieyi-FlowerBird,Xieyi-FlowerBird
